Extract_Date,Report_Period,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
"2018, April 18, Wednesday 03:12:41 PM","2006, August 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,444030
"2019, July 10, Wednesday 06:01:27 AM","2019, June 01, Saturday 12:00:00 AM",T1,Departure,International,9247
"2018, September 26, Wednesday 09:27:08 AM","2018, August 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,419276
"2018, November 10, Saturday 06:01:27 AM","2018, October 01, Monday 12:00:00 AM",T8,Arrival,International,2461
"2019, March 01, Friday 11:09:59 AM","2019, January 01, Tuesday 12:00:00 AM",T5,Arrival,Domestic,357695
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",T5,Arrival,Domestic,238415
"2018, April 18, Wednesday 03:12:41 PM","2010, July 01, Thursday 12:00:00 AM",T6,Departure,International,8619
"2018, April 18, Wednesday 03:12:41 PM","2017, September 01, Friday 12:00:00 AM",T4,Departure,Domestic,314130
"2018, April 18, Wednesday 03:12:41 PM","2016, July 01, Friday 12:00:00 AM",T2,Arrival,Domestic,63399
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T3,Arrival,Domestic,246493
"2018, April 18, Wednesday 03:12:41 PM","2016, December 01, Thursday 12:00:00 AM",T1,Arrival,Domestic,401339
"2018, April 18, Wednesday 03:12:41 PM","2015, June 01, Monday 12:00:00 AM",Miscellaneous Terminal,Departure,International,5160
"2018, April 18, Wednesday 03:12:41 PM","2013, December 01, Sunday 12:00:00 AM",T6,Arrival,International,12897
"2018, April 18, Wednesday 03:12:41 PM","2015, October 01, Thursday 12:00:00 AM",T6,Arrival,International,1792
"2018, April 18, Wednesday 03:12:41 PM","2011, January 01, Saturday 12:00:00 AM",T7,Arrival,International,30398
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T7,Arrival,Domestic,246039
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T3,Departure,Domestic,230955
"2018, April 18, Wednesday 03:12:41 PM","2014, January 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,135
"2021, April 01, Thursday 09:37:48 AM","2021, February 01, Monday 12:00:00 AM",T8,Departure,International,1586
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",T6,Departure,International,47888
"2018, April 18, Wednesday 03:12:41 PM","2010, January 01, Friday 12:00:00 AM",T3,Arrival,International,15320
"2018, April 18, Wednesday 03:12:41 PM","2014, August 01, Friday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,60324
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,556
"2018, April 18, Wednesday 03:12:41 PM","2012, April 01, Sunday 12:00:00 AM",T5,Departure,International,18802
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T4,Arrival,Domestic,302438
"2018, April 18, Wednesday 03:12:41 PM","2006, January 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,688
"2018, April 18, Wednesday 03:12:41 PM","2013, July 01, Monday 12:00:00 AM",T4,Departure,Domestic,395099
"2018, April 18, Wednesday 03:12:41 PM","2012, January 01, Sunday 12:00:00 AM",T7,Departure,Domestic,195852
"2018, April 18, Wednesday 03:12:41 PM","2008, December 01, Monday 12:00:00 AM",T6,Departure,International,4755
"2018, April 18, Wednesday 03:12:41 PM","2011, March 01, Tuesday 12:00:00 AM",TBIT,Departure,Domestic,4349
"2018, April 18, Wednesday 03:12:41 PM","2006, December 01, Friday 12:00:00 AM",Imperial Terminal,Departure,Domestic,249
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",T2,Departure,Domestic,219180
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",TBIT,Arrival,Domestic,5147
"2018, April 18, Wednesday 03:12:41 PM","2012, January 01, Sunday 12:00:00 AM",T6,Arrival,International,8696
"2020, October 27, Tuesday 08:53:01 AM","2020, September 01, Tuesday 12:00:00 AM",T8,Departure,International,358
"2018, April 18, Wednesday 03:12:41 PM","2009, August 01, Saturday 12:00:00 AM",TBIT,Arrival,International,491753
"2018, April 18, Wednesday 03:12:41 PM","2006, April 01, Saturday 12:00:00 AM",T4,Departure,International,45322
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,61327
"2018, April 18, Wednesday 03:12:41 PM","2009, February 01, Sunday 12:00:00 AM",T3,Departure,Domestic,126670
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",T3,Departure,International,51059
"2018, April 18, Wednesday 03:12:41 PM","2010, March 01, Monday 12:00:00 AM",T8,Departure,Domestic,156791
"2018, April 18, Wednesday 03:12:41 PM","2012, April 01, Sunday 12:00:00 AM",T2,Arrival,International,185700
"2018, April 18, Wednesday 03:12:41 PM","2008, May 01, Thursday 12:00:00 AM",T3,Departure,International,56314
"2018, April 18, Wednesday 03:12:41 PM","2013, January 01, Tuesday 12:00:00 AM",T7,Departure,Domestic,232884
"2018, April 18, Wednesday 03:12:41 PM","2017, November 01, Wednesday 12:00:00 AM",T5,Arrival,International,11705
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",T6,Arrival,International,3393
"2018, April 18, Wednesday 03:12:41 PM","2016, January 01, Friday 12:00:00 AM",T4,Arrival,International,887
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,226692
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,126277
"2018, April 18, Wednesday 03:12:41 PM","2012, July 01, Sunday 12:00:00 AM",T8,Departure,Domestic,170298
"2018, April 18, Wednesday 03:12:41 PM","2009, July 01, Wednesday 12:00:00 AM",TBIT,Departure,Domestic,7741
"2018, April 18, Wednesday 03:12:41 PM","2012, February 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,206884
"2018, April 18, Wednesday 03:12:41 PM","2013, September 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,72851
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T1,Departure,International,3620
"2018, July 12, Thursday 09:51:10 AM","2018, June 01, Friday 12:00:00 AM",T6,Arrival,International,82450
"2018, April 18, Wednesday 03:12:41 PM","2007, February 01, Thursday 12:00:00 AM",T8,Arrival,Domestic,111075
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T7,Arrival,International,27898
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",T4,Departure,International,46452
"2018, April 18, Wednesday 03:12:41 PM","2012, January 01, Sunday 12:00:00 AM",T4,Departure,Domestic,395471
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T4,Departure,International,37572
"2018, April 18, Wednesday 03:12:41 PM","2012, March 01, Thursday 12:00:00 AM",T4,Arrival,International,15415
"2018, April 18, Wednesday 03:12:41 PM","2008, June 01, Sunday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,292
"2018, April 18, Wednesday 03:12:41 PM","2012, November 01, Thursday 12:00:00 AM",T7,Arrival,International,74676
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T8,Departure,International,4377
"2018, April 18, Wednesday 03:12:41 PM","2013, March 01, Friday 12:00:00 AM",T2,Arrival,Domestic,28602
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",TBIT,Departure,International,480838
"2018, April 18, Wednesday 03:12:41 PM","2013, March 01, Friday 12:00:00 AM",T4,Arrival,International,5228
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",T1,Arrival,Domestic,408646
"2021, April 01, Thursday 09:37:48 AM","2021, February 01, Monday 12:00:00 AM",T7,Departure,International,6414
"2018, April 18, Wednesday 03:12:41 PM","2016, March 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,337740
"2018, April 18, Wednesday 03:12:41 PM","2014, January 01, Wednesday 12:00:00 AM",T2,Departure,International,198805
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",T2,Arrival,Domestic,31543
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",T7,Arrival,Domestic,286369
"2018, April 18, Wednesday 03:12:41 PM","2017, January 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,112086
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,560
"2018, April 18, Wednesday 03:12:41 PM","2013, May 01, Wednesday 12:00:00 AM",T4,Departure,International,42381
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T7,Arrival,Domestic,220106
"2018, April 18, Wednesday 03:12:41 PM","2013, January 01, Tuesday 12:00:00 AM",T4,Departure,International,31105
"2018, April 18, Wednesday 03:12:41 PM","2016, July 01, Friday 12:00:00 AM",T7,Departure,Domestic,320139
"2018, April 18, Wednesday 03:12:41 PM","2011, December 01, Thursday 12:00:00 AM",T7,Arrival,International,33725
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",T8,Arrival,Domestic,157407
"2018, April 18, Wednesday 03:12:41 PM","2017, December 01, Friday 12:00:00 AM",T2,Departure,Domestic,253464
"2018, April 18, Wednesday 03:12:41 PM","2008, December 01, Monday 12:00:00 AM",TBIT,Departure,Domestic,5794
"2018, April 18, Wednesday 03:12:41 PM","2012, January 01, Sunday 12:00:00 AM",T4,Arrival,International,19657
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,127415
"2018, April 18, Wednesday 03:12:41 PM","2008, December 01, Monday 12:00:00 AM",T8,Departure,Domestic,95569
"2018, April 18, Wednesday 03:12:41 PM","2016, May 01, Sunday 12:00:00 AM",T7,Arrival,Domestic,275110
"2018, April 18, Wednesday 03:12:41 PM","2015, December 01, Tuesday 12:00:00 AM",T2,Departure,Domestic,45923
"2020, August 27, Thursday 07:15:54 AM","2020, July 01, Wednesday 12:00:00 AM",T8,Arrival,Domestic,4853
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T7,Departure,International,41730
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T8,Departure,Domestic,142326
"2018, April 18, Wednesday 03:12:41 PM","2009, March 01, Sunday 12:00:00 AM",T7,Departure,Domestic,241520
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T7,Departure,Domestic,225917
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",T2,Departure,Domestic,121631
"2018, April 18, Wednesday 03:12:41 PM","2006, March 01, Wednesday 12:00:00 AM",T5,Departure,International,25504
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T2,Departure,International,143791
"2018, April 18, Wednesday 03:12:41 PM","2012, April 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,186487
"2018, April 18, Wednesday 03:12:41 PM","2013, December 01, Sunday 12:00:00 AM",T2,Departure,International,208234
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",T4,Departure,Domestic,399482
"2019, January 10, Thursday 06:01:19 AM","2018, December 01, Saturday 12:00:00 AM",T8,Arrival,International,2148
"2018, April 18, Wednesday 03:12:41 PM","2009, January 01, Thursday 12:00:00 AM",T2,Departure,International,147354
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T2,Arrival,International,150906
"2019, September 10, Tuesday 06:01:34 AM","2019, August 01, Thursday 12:00:00 AM",T8,Arrival,Domestic,154669
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T7,Arrival,International,72319
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T5,Arrival,International,1904
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",T5,Departure,International,54218
"2018, April 18, Wednesday 03:12:41 PM","2012, April 01, Sunday 12:00:00 AM",T4,Departure,International,39786
"2018, April 18, Wednesday 03:12:41 PM","2007, August 01, Wednesday 12:00:00 AM",T7,Arrival,International,33240
"2019, May 28, Tuesday 06:24:45 AM","2019, April 01, Monday 12:00:00 AM",T5,Departure,International,102
"2018, April 18, Wednesday 03:12:41 PM","2008, December 01, Monday 12:00:00 AM",T7,Departure,Domestic,223948
"2018, April 18, Wednesday 03:12:41 PM","2009, May 01, Friday 12:00:00 AM",T5,Arrival,International,5728
"2018, October 29, Monday 10:20:51 AM","2018, July 01, Sunday 12:00:00 AM",TBIT,Arrival,International,898357
"2018, April 18, Wednesday 03:12:41 PM","2015, March 01, Sunday 12:00:00 AM",T4,Arrival,International,1893
"2018, April 18, Wednesday 03:12:41 PM","2017, June 01, Thursday 12:00:00 AM",T2,Departure,International,122596
"2018, April 18, Wednesday 03:12:41 PM","2012, August 01, Wednesday 12:00:00 AM",TBIT,Arrival,International,454728
"2018, April 18, Wednesday 03:12:41 PM","2009, December 01, Tuesday 12:00:00 AM",T3,Arrival,Domestic,168867
"2018, April 18, Wednesday 03:12:41 PM","2017, December 01, Friday 12:00:00 AM",T1,Departure,Domestic,393409
"2018, April 18, Wednesday 03:12:41 PM","2006, June 01, Thursday 12:00:00 AM",T1,Departure,International,652
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",TBIT,Arrival,International,425044
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T8,Departure,Domestic,152808
"2019, November 10, Sunday 06:01:31 AM","2019, October 01, Tuesday 12:00:00 AM",T1,Arrival,Domestic,398264
"2018, April 18, Wednesday 03:12:41 PM","2011, December 01, Thursday 12:00:00 AM",T5,Departure,Domestic,176238
"2018, April 18, Wednesday 03:12:41 PM","2017, July 01, Saturday 12:00:00 AM",T6,Arrival,Domestic,285600
"2018, April 18, Wednesday 03:12:41 PM","2012, March 01, Thursday 12:00:00 AM",T2,Departure,Domestic,25768
"2018, April 18, Wednesday 03:12:41 PM","2016, July 01, Friday 12:00:00 AM",T7,Arrival,Domestic,310520
"2018, April 18, Wednesday 03:12:41 PM","2018, March 01, Thursday 12:00:00 AM",T5,Arrival,International,13893
"2018, April 18, Wednesday 03:12:41 PM","2011, December 01, Thursday 12:00:00 AM",T8,Arrival,International,3426
"2018, April 18, Wednesday 03:12:41 PM","2012, May 01, Tuesday 12:00:00 AM",TBIT,Departure,Domestic,7343
"2021, March 10, Wednesday 06:01:08 AM","2021, February 01, Monday 12:00:00 AM",T1,Departure,Domestic,77727
"2018, October 29, Monday 10:20:51 AM","2018, September 01, Saturday 12:00:00 AM",T8,Arrival,Domestic,145864
"2018, May 23, Wednesday 07:44:39 AM","2018, April 01, Sunday 12:00:00 AM",T6,Arrival,Domestic,255199
"2018, April 18, Wednesday 03:12:41 PM","2009, May 01, Friday 12:00:00 AM",T4,Arrival,Domestic,386482
"2018, May 10, Thursday 07:49:00 AM","2018, April 01, Sunday 12:00:00 AM",T8,Arrival,Domestic,150184
"2018, April 18, Wednesday 03:12:41 PM","2012, May 01, Tuesday 12:00:00 AM",T2,Departure,International,193816
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",T8,Arrival,International,3540
"2018, April 18, Wednesday 03:12:41 PM","2014, February 01, Saturday 12:00:00 AM",T5,Departure,International,32917
"2018, April 18, Wednesday 03:12:41 PM","2007, November 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,537
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",T2,Arrival,Domestic,88549
"2020, January 22, Wednesday 06:57:11 AM","2019, December 01, Sunday 12:00:00 AM",TBIT,Departure,International,711229
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T7,Departure,Domestic,250410
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,244408
"2018, April 18, Wednesday 03:12:41 PM","2011, March 01, Tuesday 12:00:00 AM",T5,Arrival,Domestic,216615
"2018, April 18, Wednesday 03:12:41 PM","2013, June 01, Saturday 12:00:00 AM",T7,Departure,Domestic,313288
"2018, April 18, Wednesday 03:12:41 PM","2009, December 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,229077
"2018, April 18, Wednesday 03:12:41 PM","2013, January 01, Tuesday 12:00:00 AM",TBIT,Departure,International,327865
"2020, February 28, Friday 08:21:30 AM","2020, January 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,354706
"2019, June 10, Monday 06:01:29 AM","2019, May 01, Wednesday 12:00:00 AM",T8,Arrival,International,2268
"2020, May 04, Monday 06:39:48 AM","2020, March 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,56161
"2018, April 18, Wednesday 03:12:41 PM","2007, October 01, Monday 12:00:00 AM",T1,Arrival,Domestic,395874
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",TBIT,Departure,International,339758
"2018, April 18, Wednesday 03:12:41 PM","2011, July 01, Friday 12:00:00 AM",TBIT,Departure,Domestic,5710
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",TBIT,Departure,International,324443
"2018, April 18, Wednesday 03:12:41 PM","2008, July 01, Tuesday 12:00:00 AM",T1,Departure,Domestic,451414
"2018, April 18, Wednesday 03:12:41 PM","2012, July 01, Sunday 12:00:00 AM",T7,Departure,Domestic,158945
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,171
"2018, November 25, Sunday 11:40:39 AM","2018, October 01, Monday 12:00:00 AM",T6,Arrival,International,76165
"2018, April 18, Wednesday 03:12:41 PM","2008, May 01, Thursday 12:00:00 AM",T2,Arrival,Domestic,103088
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T3,Departure,Domestic,163045
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,42
"2018, April 18, Wednesday 03:12:41 PM","2016, May 01, Sunday 12:00:00 AM",T4,Arrival,International,24389
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T6,Arrival,International,193
"2018, April 18, Wednesday 03:12:41 PM","2013, May 01, Wednesday 12:00:00 AM",T5,Arrival,International,46668
"2018, April 18, Wednesday 03:12:41 PM","2017, July 01, Saturday 12:00:00 AM",T3,Departure,International,31441
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",T8,Departure,Domestic,148404
"2018, April 18, Wednesday 03:12:41 PM","2008, October 01, Wednesday 12:00:00 AM",TBIT,Departure,Domestic,5096
"2018, April 18, Wednesday 03:12:41 PM","2015, August 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,5002
"2018, April 18, Wednesday 03:12:41 PM","2014, September 01, Monday 12:00:00 AM",T3,Departure,Domestic,307580
"2018, April 18, Wednesday 03:12:41 PM","2015, July 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,100736
"2020, August 27, Thursday 07:15:54 AM","2020, July 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,18
"2020, May 10, Sunday 06:01:34 AM","2020, April 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,30785
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",TBIT,Arrival,International,409127
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T6,Departure,International,65321
"2018, April 18, Wednesday 03:12:41 PM","2016, January 01, Friday 12:00:00 AM",T2,Departure,Domestic,36617
"2018, April 18, Wednesday 03:12:41 PM","2011, October 01, Saturday 12:00:00 AM",T2,Arrival,Domestic,20725
"2018, April 18, Wednesday 03:12:41 PM","2010, November 01, Monday 12:00:00 AM",T4,Departure,Domestic,348350
"2018, April 18, Wednesday 03:12:41 PM","2016, March 01, Tuesday 12:00:00 AM",TBIT,Arrival,Domestic,21455
"2018, April 18, Wednesday 03:12:41 PM","2012, August 01, Wednesday 12:00:00 AM",TBIT,Arrival,Domestic,7122
"2018, April 18, Wednesday 03:12:41 PM","2014, February 01, Saturday 12:00:00 AM",T3,Departure,International,1284
"2018, September 10, Monday 06:01:25 AM","2018, June 01, Friday 12:00:00 AM",T5,Arrival,International,14654
"2018, April 18, Wednesday 03:12:41 PM","2006, March 01, Wednesday 12:00:00 AM",T2,Arrival,International,152411
"2019, June 24, Monday 01:17:06 PM","2019, May 01, Wednesday 12:00:00 AM",T7,Departure,International,40043
"2018, April 18, Wednesday 03:12:41 PM","2009, March 01, Sunday 12:00:00 AM",T4,Departure,International,36185
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T5,Departure,Domestic,253658
"2018, April 18, Wednesday 03:12:41 PM","2007, November 01, Thursday 12:00:00 AM",T4,Arrival,Domestic,398951
"2018, April 18, Wednesday 03:12:41 PM","2016, January 01, Friday 12:00:00 AM",T1,Arrival,Domestic,333454
"2020, February 28, Friday 08:21:30 AM","2020, January 01, Wednesday 12:00:00 AM",T4,Departure,International,73618
"2018, April 18, Wednesday 03:12:41 PM","2017, December 01, Friday 12:00:00 AM",TBIT,Departure,International,690369
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T6,Departure,Domestic,97070
"2018, December 26, Wednesday 06:52:40 AM","2018, November 01, Thursday 12:00:00 AM",T8,Departure,Domestic,136046
"2020, December 07, Monday 01:58:36 PM","2020, October 01, Thursday 12:00:00 AM",T6,Departure,International,27340
"2020, February 10, Monday 06:01:27 AM","2020, January 01, Wednesday 12:00:00 AM",T1,Arrival,Domestic,325402
"2018, April 18, Wednesday 03:12:41 PM","2018, March 01, Thursday 12:00:00 AM",T8,Arrival,Domestic,106857
"2018, October 29, Monday 10:20:51 AM","2018, February 01, Thursday 12:00:00 AM",TBIT,Arrival,International,610796
"2018, April 18, Wednesday 03:12:41 PM","2010, July 01, Thursday 12:00:00 AM",TBIT,Arrival,Domestic,1343
"2018, April 18, Wednesday 03:12:41 PM","2015, January 01, Thursday 12:00:00 AM",T2,Departure,International,154542
"2018, April 18, Wednesday 03:12:41 PM","2007, December 01, Saturday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,337
"2018, April 18, Wednesday 03:12:41 PM","2008, November 01, Saturday 12:00:00 AM",T4,Departure,International,48354
"2020, May 04, Monday 06:39:48 AM","2020, January 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,International,6012
"2018, April 18, Wednesday 03:12:41 PM","2006, July 01, Saturday 12:00:00 AM",T4,Arrival,International,64509
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T5,Arrival,Domestic,182831
"2018, April 18, Wednesday 03:12:41 PM","2017, September 01, Friday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,116684
"2018, April 18, Wednesday 03:12:41 PM","2013, August 01, Thursday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,456
"2018, April 18, Wednesday 03:12:41 PM","2008, November 01, Saturday 12:00:00 AM",T8,Arrival,International,3129
"2018, April 18, Wednesday 03:12:41 PM","2011, July 01, Friday 12:00:00 AM",T7,Arrival,International,42185
"2018, April 18, Wednesday 03:12:41 PM","2009, October 01, Thursday 12:00:00 AM",T6,Arrival,Domestic,202876
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",T3,Departure,Domestic,294783
"2018, April 18, Wednesday 03:12:41 PM","2014, September 01, Monday 12:00:00 AM",T5,Arrival,Domestic,318835
"2018, April 18, Wednesday 03:12:41 PM","2016, October 01, Saturday 12:00:00 AM",T6,Arrival,Domestic,305873
"2020, June 10, Wednesday 06:01:27 AM","2020, May 01, Friday 12:00:00 AM",T1,Departure,Domestic,53634
"2018, July 11, Wednesday 02:24:22 PM","2018, June 01, Friday 12:00:00 AM",T6,Departure,Domestic,283476
"2019, December 10, Tuesday 06:01:20 AM","2019, November 01, Friday 12:00:00 AM",T1,Arrival,Domestic,369041
"2018, April 18, Wednesday 03:12:41 PM","2016, September 01, Thursday 12:00:00 AM",T2,Departure,Domestic,39677
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,13
"2018, April 18, Wednesday 03:12:41 PM","2014, October 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,50328
"2018, April 18, Wednesday 03:12:41 PM","2011, January 01, Saturday 12:00:00 AM",T7,Arrival,Domestic,209146
"2018, May 23, Wednesday 07:44:39 AM","2018, April 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,117662
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T8,Arrival,International,4317
"2019, September 27, Friday 07:57:24 AM","2019, August 01, Thursday 12:00:00 AM",TBIT,Departure,International,757272
"2018, April 18, Wednesday 03:12:41 PM","2008, March 01, Saturday 12:00:00 AM",T2,Departure,International,171794
"2018, April 18, Wednesday 03:12:41 PM","2014, October 01, Wednesday 12:00:00 AM",T6,Departure,International,51727
"2018, April 18, Wednesday 03:12:41 PM","2016, May 01, Sunday 12:00:00 AM",T1,Departure,Domestic,404817
"2018, September 26, Wednesday 09:27:08 AM","2018, August 01, Wednesday 12:00:00 AM",T5,Arrival,Domestic,427344
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T7,Departure,International,28741
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",T6,Departure,International,3839
"2018, April 18, Wednesday 03:12:41 PM","2015, May 01, Friday 12:00:00 AM",T8,Arrival,International,4597
"2019, May 10, Friday 06:01:23 AM","2019, April 01, Monday 12:00:00 AM",T8,Arrival,International,2024
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",T3,Departure,Domestic,173902
"2018, April 18, Wednesday 03:12:41 PM","2013, November 01, Friday 12:00:00 AM",T6,Departure,Domestic,242082
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",T6,Arrival,Domestic,268126
"2018, April 18, Wednesday 03:12:41 PM","2006, July 01, Saturday 12:00:00 AM",T8,Arrival,Domestic,117910
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,67
"2018, April 18, Wednesday 03:12:41 PM","2016, July 01, Friday 12:00:00 AM",TBIT,Arrival,Domestic,28699
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,233920
"2018, April 18, Wednesday 03:12:41 PM","2009, November 01, Sunday 12:00:00 AM",T8,Departure,International,6269
"2018, April 18, Wednesday 03:12:41 PM","2009, June 01, Monday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,97
