Extract_Date,Report_Period,Terminal,Arrival_Departure,Domestic_International,Passenger_Count
"2018, April 18, Wednesday 03:12:41 PM","2011, July 01, Friday 12:00:00 AM",T7,Departure,International,37971
"2019, July 18, Thursday 06:18:08 AM","2019, June 01, Saturday 12:00:00 AM",TBIT,Arrival,International,794453
"2018, April 18, Wednesday 03:12:41 PM","2012, December 01, Saturday 12:00:00 AM",T5,Arrival,Domestic,243040
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,100021
"2018, April 18, Wednesday 03:12:41 PM","2010, October 01, Friday 12:00:00 AM",T7,Departure,International,29765
"2018, April 18, Wednesday 03:12:41 PM","2013, December 01, Sunday 12:00:00 AM",T2,Departure,Domestic,35363
"2018, April 18, Wednesday 03:12:41 PM","2009, December 01, Tuesday 12:00:00 AM",T8,Departure,Domestic,143385
"2018, April 18, Wednesday 03:12:41 PM","2017, August 01, Tuesday 12:00:00 AM",T7,Arrival,Domestic,324337
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T4,Arrival,Domestic,390745
"2018, April 18, Wednesday 03:12:41 PM","2010, September 01, Wednesday 12:00:00 AM",T8,Departure,Domestic,138004
"2018, April 18, Wednesday 03:12:41 PM","2010, October 01, Friday 12:00:00 AM",T8,Arrival,International,3359
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T3,Departure,International,22696
"2018, April 18, Wednesday 03:12:41 PM","2017, June 01, Thursday 12:00:00 AM",T6,Departure,International,124358
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T8,Departure,International,7825
"2018, April 18, Wednesday 03:12:41 PM","2016, January 01, Friday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,93457
"2018, April 18, Wednesday 03:12:41 PM","2011, May 01, Sunday 12:00:00 AM",T6,Arrival,International,42343
"2018, April 18, Wednesday 03:12:41 PM","2009, January 01, Thursday 12:00:00 AM",T3,Departure,International,46668
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T6,Arrival,International,1663
"2018, April 18, Wednesday 03:12:41 PM","2013, February 01, Friday 12:00:00 AM",T7,Departure,International,40194
"2018, April 18, Wednesday 03:12:41 PM","2014, March 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,79
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",T2,Departure,International,207963
"2018, April 18, Wednesday 03:12:41 PM","2012, April 01, Sunday 12:00:00 AM",T8,Departure,International,7282
"2018, April 18, Wednesday 03:12:41 PM","2013, July 01, Monday 12:00:00 AM",TBIT,Departure,International,376067
"2020, January 02, Thursday 10:43:42 AM","2019, November 01, Friday 12:00:00 AM",T4,Departure,Domestic,354229
"2018, April 18, Wednesday 03:12:41 PM","2013, November 01, Friday 12:00:00 AM",T7,Arrival,Domestic,220161
"2019, November 10, Sunday 06:01:31 AM","2019, September 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,107117
"2018, April 18, Wednesday 03:12:41 PM","2010, June 01, Tuesday 12:00:00 AM",T4,Departure,International,44911
"2018, April 18, Wednesday 03:12:41 PM","2013, September 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,75455
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",T6,Arrival,International,517
"2020, August 27, Thursday 07:15:54 AM","2020, July 01, Wednesday 12:00:00 AM",T4,Departure,International,7520
"2021, January 10, Sunday 06:01:37 AM","2020, December 01, Tuesday 12:00:00 AM",T2,Arrival,Domestic,187406
"2018, April 18, Wednesday 03:12:41 PM","2006, December 01, Friday 12:00:00 AM",T4,Arrival,Domestic,414895
"2018, April 18, Wednesday 03:12:41 PM","2010, January 01, Friday 12:00:00 AM",T4,Departure,Domestic,341028
"2018, April 18, Wednesday 03:12:41 PM","2006, February 01, Wednesday 12:00:00 AM",T2,Departure,Domestic,87518
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T5,Departure,Domestic,162790
"2018, April 18, Wednesday 03:12:41 PM","2009, October 01, Thursday 12:00:00 AM",T7,Arrival,Domestic,242040
"2020, August 03, Monday 07:35:04 AM","2020, June 01, Monday 12:00:00 AM",T5,Arrival,Domestic,75591
"2018, April 18, Wednesday 03:12:41 PM","2010, September 01, Wednesday 12:00:00 AM",T6,Departure,International,6152
"2018, October 29, Monday 10:20:51 AM","2017, July 01, Saturday 12:00:00 AM",TBIT,Arrival,International,882959
"2018, April 18, Wednesday 03:12:41 PM","2008, September 01, Monday 12:00:00 AM",T8,Arrival,International,4611
"2018, April 18, Wednesday 03:12:41 PM","2014, December 01, Monday 12:00:00 AM",T5,Departure,International,69195
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",T1,Departure,Domestic,344725
"2019, March 14, Thursday 06:45:08 AM","2019, February 01, Friday 12:00:00 AM",TBIT,Arrival,Domestic,19990
"2018, April 18, Wednesday 03:12:41 PM","2012, June 01, Friday 12:00:00 AM",T5,Arrival,Domestic,259552
"2018, April 18, Wednesday 03:12:41 PM","2012, December 01, Saturday 12:00:00 AM",T7,Departure,International,47842
"2018, April 18, Wednesday 03:12:41 PM","2017, October 01, Sunday 12:00:00 AM",T6,Departure,Domestic,263307
"2018, April 18, Wednesday 03:12:41 PM","2010, April 01, Thursday 12:00:00 AM",T4,Departure,Domestic,381780
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",T6,Arrival,International,6803
"2020, April 08, Wednesday 09:58:08 AM","2020, March 01, Sunday 12:00:00 AM",T1,Departure,International,282
"2018, April 18, Wednesday 03:12:41 PM","2013, October 01, Tuesday 12:00:00 AM",T7,Departure,Domestic,252118
"2020, April 08, Wednesday 09:58:08 AM","2020, February 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,100596
"2018, April 18, Wednesday 03:12:41 PM","2016, August 01, Monday 12:00:00 AM",TBIT,Departure,International,613068
"2018, April 18, Wednesday 03:12:41 PM","2014, October 01, Wednesday 12:00:00 AM",T7,Departure,International,34726
"2018, April 18, Wednesday 03:12:41 PM","2018, January 01, Monday 12:00:00 AM",T7,Arrival,Domestic,314613
"2018, April 18, Wednesday 03:12:41 PM","2015, June 01, Monday 12:00:00 AM",TBIT,Arrival,Domestic,13748
"2018, April 18, Wednesday 03:12:41 PM","2017, March 01, Wednesday 12:00:00 AM",T2,Departure,International,202082
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",TBIT,Arrival,International,392547
"2018, April 18, Wednesday 03:12:41 PM","2015, March 01, Sunday 12:00:00 AM",T5,Departure,Domestic,378020
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",T4,Arrival,Domestic,415409
"2018, April 18, Wednesday 03:12:41 PM","2009, September 01, Tuesday 12:00:00 AM",TBIT,Arrival,International,395614
"2018, April 18, Wednesday 03:12:41 PM","2006, August 01, Tuesday 12:00:00 AM",T3,Departure,Domestic,189894
"2018, April 18, Wednesday 03:12:41 PM","2008, July 01, Tuesday 12:00:00 AM",T3,Arrival,Domestic,203837
"2019, March 01, Friday 11:09:59 AM","2019, January 01, Tuesday 12:00:00 AM",T4,Departure,International,69857
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T8,Departure,Domestic,117072
"2018, April 18, Wednesday 03:12:41 PM","2016, November 01, Tuesday 12:00:00 AM",T7,Departure,Domestic,303793
"2018, April 18, Wednesday 03:12:41 PM","2011, September 01, Thursday 12:00:00 AM",T2,Departure,International,201868
"2018, April 18, Wednesday 03:12:41 PM","2006, October 01, Sunday 12:00:00 AM",T1,Arrival,Domestic,389307
"2020, January 02, Thursday 10:43:42 AM","2019, November 01, Friday 12:00:00 AM",T7,Departure,International,40528
"2020, April 29, Wednesday 07:14:24 AM","2020, March 01, Sunday 12:00:00 AM",T5,Arrival,Domestic,191730
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T3,Departure,Domestic,209930
"2020, December 07, Monday 01:58:36 PM","2020, October 01, Thursday 12:00:00 AM",T6,Arrival,International,10496
"2018, April 18, Wednesday 03:12:41 PM","2016, November 01, Tuesday 12:00:00 AM",T4,Departure,International,54454
"2018, April 18, Wednesday 03:12:41 PM","2008, March 01, Saturday 12:00:00 AM",T8,Departure,International,5392
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",T1,Arrival,Domestic,405692
"2018, April 18, Wednesday 03:12:41 PM","2010, May 01, Saturday 12:00:00 AM",T7,Departure,International,25744
"2018, April 18, Wednesday 03:12:41 PM","2006, August 01, Tuesday 12:00:00 AM",T2,Departure,International,184788
"2019, August 23, Friday 03:41:00 PM","2019, July 01, Monday 12:00:00 AM",T5,Departure,Domestic,511926
"2018, April 18, Wednesday 03:12:41 PM","2015, November 01, Sunday 12:00:00 AM",TBIT,Departure,Domestic,6317
"2018, April 18, Wednesday 03:12:41 PM","2006, October 01, Sunday 12:00:00 AM",T7,Departure,International,38416
"2018, April 18, Wednesday 03:12:41 PM","2009, November 01, Sunday 12:00:00 AM",T5,Departure,Domestic,213307
"2019, September 27, Friday 07:57:24 AM","2019, August 01, Thursday 12:00:00 AM",T3,Arrival,International,34396
"2018, April 18, Wednesday 03:12:41 PM","2015, September 01, Tuesday 12:00:00 AM",T6,Departure,International,34313
"2018, April 18, Wednesday 03:12:41 PM","2007, July 01, Sunday 12:00:00 AM",T4,Departure,International,55535
"2020, July 10, Friday 06:01:26 AM","2020, May 01, Friday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,15
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",Miscellaneous Terminal,Departure,International,4135
"2018, April 18, Wednesday 03:12:41 PM","2010, December 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,216349
"2018, September 26, Wednesday 09:27:08 AM","2018, August 01, Wednesday 12:00:00 AM",T6,Departure,Domestic,270351
"2018, April 18, Wednesday 03:12:41 PM","2012, September 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,33
"2018, April 18, Wednesday 03:12:41 PM","2013, September 01, Sunday 12:00:00 AM",TBIT,Departure,International,342880
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T2,Arrival,International,173890
"2018, April 18, Wednesday 03:12:41 PM","2012, February 01, Wednesday 12:00:00 AM",T7,Departure,International,21367
"2018, April 18, Wednesday 03:12:41 PM","2012, April 01, Sunday 12:00:00 AM",TBIT,Departure,Domestic,6180
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T4,Departure,International,55176
"2018, April 18, Wednesday 03:12:41 PM","2008, August 01, Friday 12:00:00 AM",T4,Departure,Domestic,428699
"2018, April 18, Wednesday 03:12:41 PM","2015, March 01, Sunday 12:00:00 AM",TBIT,Departure,International,421185
"2018, April 18, Wednesday 03:12:41 PM","2014, September 01, Monday 12:00:00 AM",T4,Arrival,International,3617
"2018, April 18, Wednesday 03:12:41 PM","2011, August 01, Monday 12:00:00 AM",T6,Arrival,Domestic,271690
"2018, April 18, Wednesday 03:12:41 PM","2009, January 01, Thursday 12:00:00 AM",T2,Arrival,International,139317
"2018, April 18, Wednesday 03:12:41 PM","2007, February 01, Thursday 12:00:00 AM",T6,Arrival,International,345
"2019, July 18, Thursday 06:18:08 AM","2019, June 01, Saturday 12:00:00 AM",T2,Departure,Domestic,330408
"2020, April 29, Wednesday 07:14:24 AM","2020, March 01, Sunday 12:00:00 AM",T6,Arrival,International,24609
"2018, April 18, Wednesday 03:12:41 PM","2012, July 01, Sunday 12:00:00 AM",T8,Departure,International,7719
"2018, April 18, Wednesday 03:12:41 PM","2010, April 01, Thursday 12:00:00 AM",T3,Arrival,International,16256
"2018, April 18, Wednesday 03:12:41 PM","2011, April 01, Friday 12:00:00 AM",T7,Arrival,International,24708
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",TBIT,Departure,International,368957
"2020, August 03, Monday 07:35:04 AM","2020, June 01, Monday 12:00:00 AM",T6,Departure,International,14598
"2018, April 18, Wednesday 03:12:41 PM","2006, November 01, Wednesday 12:00:00 AM",T5,Departure,Domestic,153909
"2018, April 18, Wednesday 03:12:41 PM","2007, March 01, Thursday 12:00:00 AM",T3,Departure,International,67480
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",Miscellaneous Terminal,Arrival,International,4754
"2018, April 18, Wednesday 03:12:41 PM","2012, June 01, Friday 12:00:00 AM",T6,Departure,Domestic,414093
"2020, July 10, Friday 06:01:26 AM","2020, June 01, Monday 12:00:00 AM",T7,Arrival,International,4910
"2018, April 18, Wednesday 03:12:41 PM","2013, July 01, Monday 12:00:00 AM",T4,Arrival,Domestic,407031
"2018, April 18, Wednesday 03:12:41 PM","2009, October 01, Thursday 12:00:00 AM",T8,Arrival,International,4592
"2018, April 18, Wednesday 03:12:41 PM","2017, November 01, Wednesday 12:00:00 AM",T4,Arrival,Domestic,343114
"2018, April 18, Wednesday 03:12:41 PM","2015, February 01, Sunday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,81767
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T2,Departure,Domestic,90532
"2018, April 18, Wednesday 03:12:41 PM","2008, February 01, Friday 12:00:00 AM",T7,Arrival,International,27794
"2019, December 10, Tuesday 06:01:20 AM","2019, November 01, Friday 12:00:00 AM",T1,Departure,International,6747
"2018, April 18, Wednesday 03:12:41 PM","2017, June 01, Thursday 12:00:00 AM",T2,Departure,Domestic,292473
"2018, April 18, Wednesday 03:12:41 PM","2016, February 01, Monday 12:00:00 AM",T5,Departure,International,59327
"2018, April 18, Wednesday 03:12:41 PM","2012, October 01, Monday 12:00:00 AM",T7,Arrival,International,51773
"2018, April 18, Wednesday 03:12:41 PM","2015, November 01, Sunday 12:00:00 AM",T5,Departure,International,60692
"2018, April 18, Wednesday 03:12:41 PM","2015, October 01, Thursday 12:00:00 AM",T2,Departure,Domestic,38660
"2018, April 18, Wednesday 03:12:41 PM","2017, February 01, Wednesday 12:00:00 AM",T8,Arrival,Domestic,127124
"2018, April 18, Wednesday 03:12:41 PM","2013, December 01, Sunday 12:00:00 AM",T3,Arrival,Domestic,238014
"2018, April 18, Wednesday 03:12:41 PM","2014, June 01, Sunday 12:00:00 AM",T4,Departure,International,44155
"2018, April 18, Wednesday 03:12:41 PM","2011, November 01, Tuesday 12:00:00 AM",T4,Departure,Domestic,394686
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T7,Arrival,Domestic,273327
"2018, April 18, Wednesday 03:12:41 PM","2017, December 01, Friday 12:00:00 AM",T7,Departure,Domestic,349087
"2018, April 18, Wednesday 03:12:41 PM","2014, November 01, Saturday 12:00:00 AM",T1,Arrival,Domestic,339455
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T3,Arrival,Domestic,208173
"2018, April 18, Wednesday 03:12:41 PM","2008, June 01, Sunday 12:00:00 AM",T4,Arrival,International,75037
"2018, April 18, Wednesday 03:12:41 PM","2015, January 01, Thursday 12:00:00 AM",T5,Departure,Domestic,299068
"2018, April 18, Wednesday 03:12:41 PM","2008, January 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Departure,Domestic,585
"2018, May 10, Thursday 07:49:00 AM","2018, April 01, Sunday 12:00:00 AM",T8,Departure,International,10765
"2018, April 18, Wednesday 03:12:41 PM","2007, June 01, Friday 12:00:00 AM",T1,Arrival,Domestic,471758
"2018, April 18, Wednesday 03:12:41 PM","2016, April 01, Friday 12:00:00 AM",T8,Departure,International,8555
"2018, April 18, Wednesday 03:12:41 PM","2012, June 01, Friday 12:00:00 AM",T4,Departure,International,39780
"2018, April 18, Wednesday 03:12:41 PM","2017, April 01, Saturday 12:00:00 AM",T5,Departure,Domestic,417525
"2018, April 18, Wednesday 03:12:41 PM","2006, December 01, Friday 12:00:00 AM",T3,Arrival,Domestic,151011
"2018, April 18, Wednesday 03:12:41 PM","2017, August 01, Tuesday 12:00:00 AM",T4,Departure,International,79721
"2018, April 18, Wednesday 03:12:41 PM","2011, June 01, Wednesday 12:00:00 AM",T5,Arrival,International,14222
"2020, February 28, Friday 08:21:30 AM","2020, January 01, Wednesday 12:00:00 AM",T5,Departure,International,349
"2018, April 18, Wednesday 03:12:41 PM","2015, August 01, Saturday 12:00:00 AM",T8,Arrival,Domestic,211526
"2018, April 18, Wednesday 03:12:41 PM","2018, February 01, Thursday 12:00:00 AM",T4,Departure,International,67230
"2018, April 18, Wednesday 03:12:41 PM","2016, June 01, Wednesday 12:00:00 AM",T6,Arrival,Domestic,357719
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T4,Arrival,International,55796
"2018, April 18, Wednesday 03:12:41 PM","2014, August 01, Friday 12:00:00 AM",T8,Departure,International,7035
"2018, April 18, Wednesday 03:12:41 PM","2009, April 01, Wednesday 12:00:00 AM",T4,Arrival,Domestic,377521
"2018, April 18, Wednesday 03:12:41 PM","2013, July 01, Monday 12:00:00 AM",T1,Departure,Domestic,439121
"2018, May 23, Wednesday 07:44:39 AM","2018, April 01, Sunday 12:00:00 AM",T6,Departure,Domestic,263737
"2018, April 18, Wednesday 03:12:41 PM","2009, January 01, Thursday 12:00:00 AM",T3,Arrival,International,15169
"2018, April 18, Wednesday 03:12:41 PM","2007, May 01, Tuesday 12:00:00 AM",T7,Departure,Domestic,275410
"2018, April 18, Wednesday 03:12:41 PM","2007, January 01, Monday 12:00:00 AM",T7,Arrival,Domestic,243144
"2019, November 26, Tuesday 01:26:41 PM","2019, October 01, Tuesday 12:00:00 AM",T3,Arrival,Domestic,302644
"2018, April 18, Wednesday 03:12:41 PM","2006, August 01, Tuesday 12:00:00 AM",T6,Arrival,Domestic,249077
"2018, April 18, Wednesday 03:12:41 PM","2010, April 01, Thursday 12:00:00 AM",T5,Arrival,International,12686
"2018, April 18, Wednesday 03:12:41 PM","2011, October 01, Saturday 12:00:00 AM",T6,Arrival,International,10507
"2018, April 18, Wednesday 03:12:41 PM","2016, January 01, Friday 12:00:00 AM",T3,Departure,International,1759
"2018, April 18, Wednesday 03:12:41 PM","2006, July 01, Saturday 12:00:00 AM",Imperial Terminal,Arrival,Domestic,89
"2018, April 18, Wednesday 03:12:41 PM","2008, April 01, Tuesday 12:00:00 AM",T1,Departure,Domestic,400981
"2019, March 01, Friday 11:09:59 AM","2019, January 01, Tuesday 12:00:00 AM",T3,Arrival,Domestic,266692
"2018, April 18, Wednesday 03:12:41 PM","2006, June 01, Thursday 12:00:00 AM",T2,Arrival,International,156867
"2018, April 18, Wednesday 03:12:41 PM","2014, May 01, Thursday 12:00:00 AM",T4,Departure,International,41124
"2018, April 18, Wednesday 03:12:41 PM","2014, July 01, Tuesday 12:00:00 AM",Miscellaneous Terminal,Arrival,Domestic,81180
"2021, January 10, Sunday 06:01:37 AM","2020, November 01, Sunday 12:00:00 AM",T7,Departure,Domestic,132174
"2018, April 18, Wednesday 03:12:41 PM","2014, June 01, Sunday 12:00:00 AM",T2,Departure,Domestic,40736
"2018, April 18, Wednesday 03:12:41 PM","2007, April 01, Sunday 12:00:00 AM",T3,Arrival,International,23327
"2018, October 29, Monday 10:20:51 AM","2016, August 01, Monday 12:00:00 AM",T2,Arrival,International,245337
"2018, April 18, Wednesday 03:12:41 PM","2017, August 01, Tuesday 12:00:00 AM",T7,Arrival,International,73555
